date,quarter,year,apple,microsoft,ibm
2008-11-19,2008-4,2008,12.327143,18.290001,75.970001
2008-11-20,2008-4,2008,11.498571,17.530001,71.739998
2008-11-21,2008-4,2008,11.797143,19.68,74.879997
2008-11-24,2008-4,2008,13.278571,20.690001,79.889999
2008-11-25,2008-4,2008,12.971429,19.99,80.650002
2008-11-26,2008-4,2008,13.571428,20.49,81.669998
2008-11-28,2008-4,2008,13.238571,20.219999,81.599998
2008-12-01,2008-4,2008,12.704286,18.610001,76.900002
2008-12-02,2008-4,2008,13.21,19.15,79.839996
2008-12-03,2008-4,2008,13.7,19.870001,80.669998
2008-12-04,2008-4,2008,13.058572,19.110001,77.440002
2008-12-05,2008-4,2008,13.428572,19.870001,80.589996
2008-12-08,2008-4,2008,14.245714,21.01,84.860001
2008-12-09,2008-4,2008,14.294286,20.6,82.690002
2008-12-10,2008-4,2008,14.03,20.610001,82.860001
2008-12-11,2008-4,2008,13.571428,19.450001,80.580002
2008-12-12,2008-4,2008,14.038571,19.360001,82.199997
2008-12-15,2008-4,2008,13.535714,19.040001,82.769997
2008-12-16,2008-4,2008,13.632857,20.110001,86.400002
2008-12-17,2008-4,2008,12.737143,19.66,85.839996
2008-12-18,2008-4,2008,12.775714,19.299999,84
2008-12-19,2008-4,2008,12.857142,19.120001,83.519997
2008-12-22,2008-4,2008,12.248571,19.18,81.989998
2008-12-23,2008-4,2008,12.34,19.280001,80.599998
2008-12-24,2008-4,2008,12.148571,19.17,80.519997
2008-12-26,2008-4,2008,12.258572,19.129999,81.330002
2008-12-29,2008-4,2008,12.372857,18.959999,81.25
2008-12-30,2008-4,2008,12.327143,19.34,83.550003
2008-12-31,2008-4,2008,12.192857,19.440001,84.160004
2009-01-02,2009-1,2009,12.964286,20.33,87.370003
2009-01-05,2009-1,2009,13.511429,20.52,86.82
2009-01-06,2009-1,2009,13.288571,20.76,89.230003
2009-01-07,2009-1,2009,13.001429,19.51,87.790001
2009-01-08,2009-1,2009,13.242857,20.120001,87.18
2009-01-09,2009-1,2009,12.94,19.52,84.699997
2009-01-12,2009-1,2009,12.665714,19.469999,85.709999
2009-01-13,2009-1,2009,12.53,19.82,85.339996
2009-01-14,2009-1,2009,12.19,19.09,83.190002
2009-01-15,2009-1,2009,11.911428,19.24,84.120003
2009-01-16,2009-1,2009,11.761429,19.709999,84.919998
2009-01-20,2009-1,2009,11.171429,18.48,81.980003
2009-01-21,2009-1,2009,11.832857,19.379999,91.419998
2009-01-22,2009-1,2009,12.622857,17.110001,90.07
2009-01-23,2009-1,2009,12.622857,17.200001,89.489998
2009-01-26,2009-1,2009,12.805715,17.629999,91.599998
2009-01-27,2009-1,2009,12.961429,17.66,91.660004
2009-01-28,2009-1,2009,13.457143,18.040001,94.82
2009-01-29,2009-1,2009,13.285714,17.59,92.510002
2009-01-30,2009-1,2009,12.875714,17.1,91.650002
2009-02-02,2009-1,2009,13.072857,17.83,90.93
2009-02-03,2009-1,2009,13.282857,18.5,93.480003
2009-02-04,2009-1,2009,13.364285,18.629999,92.830002
2009-02-05,2009-1,2009,13.78,19.040001,92.410004
2009-02-06,2009-1,2009,14.245714,19.66,96.139999
2009-02-09,2009-1,2009,14.644286,19.440001,96.82
2009-02-10,2009-1,2009,13.975715,18.799999,93.269997
2009-02-11,2009-1,2009,13.831429,19.209999,95.160004
2009-02-12,2009-1,2009,14.181429,19.26,95.07
2009-02-13,2009-1,2009,14.165714,19.09,93.839996
2009-02-17,2009-1,2009,13.504286,18.09,90.669998
2009-02-18,2009-1,2009,13.481428,18.120001,91.510002
2009-02-19,2009-1,2009,12.948571,17.91,88.93
2009-02-20,2009-1,2009,13.028571,18,88.790001
2009-02-23,2009-1,2009,12.421429,17.209999,84.370003
2009-02-24,2009-1,2009,12.892858,17.17,86.400002
2009-02-25,2009-1,2009,13.022857,16.959999,85.900002
2009-02-26,2009-1,2009,12.741428,16.42,88.970001
2009-02-27,2009-1,2009,12.758572,16.15,92.029999
2009-03-02,2009-1,2009,12.562857,15.79,89.050003
2009-03-03,2009-1,2009,12.624286,15.88,87.769997
2009-03-04,2009-1,2009,13.024285,16.120001,89.489998
2009-03-05,2009-1,2009,12.691428,15.27,87.480003
2009-03-06,2009-1,2009,12.185715,15.28,85.809998
2009-03-09,2009-1,2009,11.872857,15.15,83.480003
2009-03-10,2009-1,2009,12.661428,16.48,87.25
2009-03-11,2009-1,2009,13.24,17.110001,88.620003
2009-03-12,2009-1,2009,13.764286,17.01,90.400002
2009-03-13,2009-1,2009,13.704286,16.65,90.360001
2009-03-16,2009-1,2009,13.631429,16.25,91.220001
2009-03-17,2009-1,2009,14.237143,16.9,92.910004
2009-03-18,2009-1,2009,14.502857,16.959999,91.949997
2009-03-19,2009-1,2009,14.517143,17.139999,92.660004
2009-03-20,2009-1,2009,14.512857,17.059999,92.510002
2009-03-23,2009-1,2009,15.38,18.33,98.709999
2009-03-24,2009-1,2009,15.214286,17.93,98.300003
2009-03-25,2009-1,2009,15.212857,17.879999,97.949997
2009-03-26,2009-1,2009,15.695714,18.83,98.779999
2009-03-27,2009-1,2009,15.264286,18.129999,94.150002
2009-03-30,2009-1,2009,14.927143,17.48,94.519997
2009-03-31,2009-1,2009,15.017143,18.370001,96.889999
2009-04-01,2009-2,2009,15.527143,19.309999,97.610001
2009-04-02,2009-2,2009,16.101429,19.290001,100.82
2009-04-03,2009-2,2009,16.57,18.75,102.220001
2009-04-06,2009-2,2009,16.921429,18.76,101.559998
2009-04-07,2009-2,2009,16.428572,18.76,98.75
2009-04-08,2009-2,2009,16.617144,19.190001,101.190002
2009-04-09,2009-2,2009,17.081429,19.67,101.699997
2009-04-13,2009-2,2009,17.174286,19.59,99.949997
2009-04-14,2009-2,2009,16.901428,19.35,99.269997
2009-04-15,2009-2,2009,16.805714,18.83,98.849998
2009-04-16,2009-2,2009,17.35,19.76,101.43
2009-04-17,2009-2,2009,17.631428,19.200001,101.269997
2009-04-20,2009-2,2009,17.214285,18.610001,100.43
2009-04-21,2009-2,2009,17.394285,18.969999,102.309998
2009-04-22,2009-2,2009,17.358572,18.780001,102.550003
2009-04-23,2009-2,2009,17.914286,18.92,101.419998
2009-04-24,2009-2,2009,17.700001,20.91,100.080002
2009-04-27,2009-2,2009,17.818571,20.4,99.949997
2009-04-28,2009-2,2009,17.700001,19.93,101.940002
2009-04-29,2009-2,2009,17.877142,20.25,104.040001
2009-04-30,2009-2,2009,17.975714,20.26,103.209999
2009-05-01,2009-2,2009,18.177143,20.24,104.610001
2009-05-04,2009-2,2009,18.867144,20.190001,106.190002
2009-05-05,2009-2,2009,18.95857,19.790001,105.849998
2009-05-06,2009-2,2009,18.928572,19.790001,104.620003
2009-05-07,2009-2,2009,18.437143,19.32,102.589996
2009-05-08,2009-2,2009,18.455715,19.42,101.489998
2009-05-11,2009-2,2009,18.51,19.32,102.900002
2009-05-12,2009-2,2009,17.774286,19.889999,103.940002
2009-05-13,2009-2,2009,17.07,19.75,102.260002
2009-05-14,2009-2,2009,17.564285,20.059999,101.050003
2009-05-15,2009-2,2009,17.488571,20.219999,101.370003
2009-05-18,2009-2,2009,18.092857,20.6,104.580002
2009-05-19,2009-2,2009,18.207144,20.309999,105.510002
2009-05-20,2009-2,2009,17.981428,20.379999,104.050003
2009-05-21,2009-2,2009,17.74,19.82,102.82
2009-05-22,2009-2,2009,17.5,19.75,101.889999
2009-05-26,2009-2,2009,18.682858,20.34,105.019997
2009-05-27,2009-2,2009,19.007143,20.129999,102.93
2009-05-28,2009-2,2009,19.295713,20.450001,104.690002
2009-05-29,2009-2,2009,19.401428,20.889999,106.279999
2009-06-01,2009-2,2009,19.907143,21.4,108.370003
2009-06-02,2009-2,2009,19.927143,21.4,106.830002
2009-06-03,2009-2,2009,20.135714,21.73,106.489998
2009-06-04,2009-2,2009,20.534286,21.83,106.330002
2009-06-05,2009-2,2009,20.667143,22.139999,107.239998
2009-06-08,2009-2,2009,20.549999,22.049999,107.489998
2009-06-09,2009-2,2009,20.388571,22.08,108.139999
2009-06-10,2009-2,2009,20.035715,22.549999,108.349998
2009-06-11,2009-2,2009,19.992857,22.83,109.400002
2009-06-12,2009-2,2009,19.567142,23.33,108.209999
2009-06-15,2009-2,2009,19.441429,23.42,107.620003
2009-06-16,2009-2,2009,19.478571,23.450001,107.32
2009-06-17,2009-2,2009,19.368572,23.68,107
2009-06-18,2009-2,2009,19.411428,23.5,106.330002
2009-06-19,2009-2,2009,19.925714,24.07,105.889999
2009-06-22,2009-2,2009,19.624287,23.280001,104.519997
2009-06-23,2009-2,2009,19.144285,23.34,104.440002
2009-06-24,2009-2,2009,19.459999,23.469999,104.150002
2009-06-25,2009-2,2009,19.98,23.790001,106.059998
2009-06-26,2009-2,2009,20.348572,23.35,105.68
2009-06-29,2009-2,2009,20.281429,23.860001,105.830002
2009-06-30,2009-2,2009,20.347143,23.77,104.419998
2009-07-01,2009-3,2009,20.404285,24.040001,104.839996
2009-07-02,2009-3,2009,20.002857,23.370001,101.730003
2009-07-06,2009-3,2009,19.801428,23.200001,101.650002
2009-07-07,2009-3,2009,19.342857,22.530001,100.190002
2009-07-08,2009-3,2009,19.602858,22.559999,100.68
2009-07-09,2009-3,2009,19.48,22.440001,102.080002
2009-07-10,2009-3,2009,19.788572,22.389999,100.830002
2009-07-13,2009-3,2009,20.334286,23.23,103.620003
2009-07-14,2009-3,2009,20.324286,23.110001,103.25
2009-07-15,2009-3,2009,20.982857,24.120001,107.220001
2009-07-16,2009-3,2009,21.074286,24.440001,110.639999
2009-07-17,2009-3,2009,21.678572,24.290001,115.419998
2009-07-20,2009-3,2009,21.844286,24.530001,116.440002
2009-07-21,2009-3,2009,21.644285,24.83,117.040001
2009-07-22,2009-3,2009,22.391428,24.799999,115.57
2009-07-23,2009-3,2009,22.545713,25.559999,117.059998
2009-07-24,2009-3,2009,22.855715,23.450001,117.639999
2009-07-27,2009-3,2009,22.871429,23.110001,117.629997
2009-07-28,2009-3,2009,22.857143,23.469999,117.279999
2009-07-29,2009-3,2009,22.861429,23.799999,117.260002
2009-07-30,2009-3,2009,23.255714,23.809999,117.860001
2009-07-31,2009-3,2009,23.341429,23.52,117.93
2009-08-03,2009-3,2009,23.775715,23.83,119.919998
2009-08-04,2009-3,2009,23.65,23.77,119.599998
2009-08-05,2009-3,2009,23.587143,23.809999,118.470001
2009-08-06,2009-3,2009,23.415714,23.459999,117.379997
2009-08-07,2009-3,2009,23.644285,23.559999,119.330002
2009-08-10,2009-3,2009,23.531429,23.42,118.699997
2009-08-11,2009-3,2009,23.261429,23.129999,117.790001
2009-08-12,2009-3,2009,23.615715,23.530001,119.290001
2009-08-13,2009-3,2009,24.059999,23.620001,119.580002
2009-08-14,2009-3,2009,23.825714,23.690001,118.57
2009-08-17,2009-3,2009,22.798571,23.25,116.860001
2009-08-18,2009-3,2009,23.428572,23.58,117.629997
2009-08-19,2009-3,2009,23.514286,23.65,118.57
2009-08-20,2009-3,2009,23.761429,23.67,118.949997
2009-08-21,2009-3,2009,24.174286,24.41,119.900002
2009-08-24,2009-3,2009,24.151428,24.639999,119.32
2009-08-25,2009-3,2009,24.200001,24.639999,118.830002
2009-08-26,2009-3,2009,23.915714,24.549999,119.470001
2009-08-27,2009-3,2009,24.207144,24.690001,119.43
2009-08-28,2009-3,2009,24.292856,24.68,118.220001
2009-08-31,2009-3,2009,24.030001,24.65,118.050003
2009-09-01,2009-3,2009,23.614286,24,116.690002
2009-09-02,2009-3,2009,23.597143,23.860001,116.089996
2009-09-03,2009-3,2009,23.792856,24.110001,116.330002
2009-09-04,2009-3,2009,24.33,24.620001,117.459999
2009-09-08,2009-3,2009,24.704287,24.82,117.160004
2009-09-09,2009-3,2009,24.448572,24.780001,116.760002
2009-09-10,2009-3,2009,24.651428,25,117.669998
2009-09-11,2009-3,2009,24.594286,24.860001,118.050003
2009-09-14,2009-3,2009,24.817142,25,118.879997
2009-09-15,2009-3,2009,25.022858,25.200001,119.349998
2009-09-16,2009-3,2009,25.981428,25.200001,121.82
2009-09-17,2009-3,2009,26.364286,25.299999,121.879997
2009-09-18,2009-3,2009,26.431429,25.26,122.110001
2009-09-21,2009-3,2009,26.288572,25.299999,121.57
2009-09-22,2009-3,2009,26.354286,25.77,121.610001
2009-09-23,2009-3,2009,26.5,25.709999,120.82
2009-09-24,2009-3,2009,26.26,25.940001,120.940002
2009-09-25,2009-3,2009,26.052856,25.549999,121.080002
2009-09-28,2009-3,2009,26.592857,25.83,119.330002
2009-09-29,2009-3,2009,26.482857,25.75,118.809998
2009-09-30,2009-3,2009,26.478571,25.719999,119.610001
2009-10-01,2009-4,2009,25.837143,24.879999,117.900002
2009-10-02,2009-4,2009,26.414286,24.959999,119.019997
2009-10-05,2009-4,2009,26.574286,24.639999,119.75
2009-10-06,2009-4,2009,27.144285,25.110001,121.349998
2009-10-07,2009-4,2009,27.178572,25.1,122.779999
2009-10-08,2009-4,2009,27.038572,25.67,122.290001
2009-10-09,2009-4,2009,27.209999,25.549999,125.93
2009-10-12,2009-4,2009,27.258572,25.719999,127.040001
2009-10-13,2009-4,2009,27.145714,25.809999,127.019997
2009-10-14,2009-4,2009,27.327143,25.959999,128.350006
2009-10-15,2009-4,2009,27.222857,26.709999,127.980003
2009-10-16,2009-4,2009,26.864286,26.5,121.639999
2009-10-19,2009-4,2009,27.122858,26.360001,123.059998
2009-10-20,2009-4,2009,28.394285,26.370001,122.82
2009-10-21,2009-4,2009,29.274286,26.58,120.870003
2009-10-22,2009-4,2009,29.314285,26.59,122.690002
2009-10-23,2009-4,2009,29.134285,28.02,120.360001
2009-10-26,2009-4,2009,28.925714,28.68,120.110001
2009-10-27,2009-4,2009,28.195715,28.59,120.650002
2009-10-28,2009-4,2009,27.485714,28.02,121.5
2009-10-29,2009-4,2009,28.049999,28.219999,122.870003
2009-10-30,2009-4,2009,26.928572,27.73,120.610001
2009-11-02,2009-4,2009,27.044285,27.879999,120.559998
2009-11-03,2009-4,2009,26.964285,27.530001,121.160004
2009-11-04,2009-4,2009,27.258572,28.059999,121.290001
2009-11-05,2009-4,2009,27.718571,28.469999,123.099998
2009-11-06,2009-4,2009,27.762857,28.52,123.489998
2009-11-09,2009-4,2009,28.780001,28.99,126
2009-11-10,2009-4,2009,28.997143,29.01,126.910004
2009-11-11,2009-4,2009,29.035715,29.120001,127.190002
2009-11-12,2009-4,2009,28.855715,29.360001,126.260002
2009-11-13,2009-4,2009,29.207144,29.629999,127.029999
2009-11-16,2009-4,2009,29.518572,29.540001,128.210007
2009-11-17,2009-4,2009,29.571428,30,128.630005
2009-11-18,2009-4,2009,29.422857,30.110001,128.149994
2009-11-19,2009-4,2009,28.644285,29.780001,127.540001
2009-11-20,2009-4,2009,28.559999,29.620001,126.959999
2009-11-23,2009-4,2009,29.411428,29.940001,128.199997
2009-11-24,2009-4,2009,29.205715,29.91,127.93
2009-11-25,2009-4,2009,29.17,29.790001,127.279999
2009-11-27,2009-4,2009,28.655714,29.219999,125.699997
2009-11-30,2009-4,2009,28.558571,29.41,126.349998
2009-12-01,2009-4,2009,28.138571,30.01,127.940002
2009-12-02,2009-4,2009,28.032858,29.780001,127.209999
2009-12-03,2009-4,2009,28.068571,29.83,127.550003
2009-12-04,2009-4,2009,27.617144,29.98,127.25
2009-12-07,2009-4,2009,26.992857,29.790001,127.040001
2009-12-08,2009-4,2009,27.124287,29.57,126.800003
2009-12-09,2009-4,2009,28.257143,29.709999,128.389999
2009-12-10,2009-4,2009,28.061428,29.870001,129.339996
2009-12-11,2009-4,2009,27.809999,29.85,129.679993
2009-12-14,2009-4,2009,28.139999,30.110001,129.929993
2009-12-15,2009-4,2009,27.738571,30.02,128.490005
2009-12-16,2009-4,2009,27.861429,30.1,128.710007
2009-12-17,2009-4,2009,27.408571,29.6,127.400002
2009-12-18,2009-4,2009,27.918571,30.360001,127.910004
2009-12-21,2009-4,2009,28.318571,30.52,128.649994
2009-12-22,2009-4,2009,28.622858,30.82,129.929993
2009-12-23,2009-4,2009,28.871429,30.92,130
2009-12-24,2009-4,2009,29.862858,31,130.570007
2009-12-28,2009-4,2009,30.23,31.17,132.309998
2009-12-29,2009-4,2009,29.871429,31.389999,131.850006
2009-12-30,2009-4,2009,30.234285,30.959999,132.570007
2009-12-31,2009-4,2009,30.104286,30.48,130.899994
2010-01-04,2010-1,2010,30.572857,30.950001,132.449997
2010-01-05,2010-1,2010,30.625713,30.959999,130.850006
2010-01-06,2010-1,2010,30.138571,30.77,130
2010-01-07,2010-1,2010,30.082857,30.450001,129.550003
2010-01-08,2010-1,2010,30.282858,30.66,130.850006
2010-01-11,2010-1,2010,30.015715,30.27,129.479996
2010-01-12,2010-1,2010,29.674286,30.07,130.509995
2010-01-13,2010-1,2010,30.092857,30.35,130.229996
2010-01-14,2010-1,2010,29.918571,30.959999,132.309998
2010-01-15,2010-1,2010,29.418571,30.860001,131.779999
2010-01-19,2010-1,2010,30.719999,31.1,134.139999
2010-01-20,2010-1,2010,30.247143,30.59,130.25
2010-01-21,2010-1,2010,29.724285,30.01,129
2010-01-22,2010-1,2010,28.25,28.959999,125.5
2010-01-25,2010-1,2010,29.01,29.32,126.120003
2010-01-26,2010-1,2010,29.42,29.5,125.75
2010-01-27,2010-1,2010,29.697144,29.67,126.330002
2010-01-28,2010-1,2010,28.469999,29.16,123.75
2010-01-29,2010-1,2010,27.437143,28.18,122.389999
2010-02-01,2010-1,2010,27.818571,28.41,124.669998
2010-02-02,2010-1,2010,27.98,28.459999,125.529999
2010-02-03,2010-1,2010,28.461428,28.629999,125.660004
2010-02-04,2010-1,2010,27.435715,27.84,123
2010-02-05,2010-1,2010,27.922857,28.02,123.519997
2010-02-08,2010-1,2010,27.731428,27.719999,121.879997
2010-02-09,2010-1,2010,28.027143,28.01,123.209999
2010-02-10,2010-1,2010,27.874287,27.99,122.809998
2010-02-11,2010-1,2010,28.381428,28.120001,123.730003
2010-02-12,2010-1,2010,28.625713,27.93,124
2010-02-16,2010-1,2010,29.057142,28.35,125.230003
2010-02-17,2010-1,2010,28.935715,28.59,126.330002
2010-02-18,2010-1,2010,28.99,28.969999,127.809998
2010-02-19,2010-1,2010,28.809999,28.77,127.190002
2010-02-22,2010-1,2010,28.631428,28.73,126.849998
2010-02-23,2010-1,2010,28.151428,28.33,126.459999
2010-02-24,2010-1,2010,28.665714,28.629999,127.589996
2010-02-25,2010-1,2010,28.857143,28.6,127.07
2010-02-26,2010-1,2010,29.231428,28.67,127.160004
2010-03-01,2010-1,2010,29.855715,29.02,128.570007
2010-03-02,2010-1,2010,29.835714,28.459999,127.419998
2010-03-03,2010-1,2010,29.904285,28.459999,126.879997
2010-03-04,2010-1,2010,30.101429,28.629999,126.720001
2010-03-05,2010-1,2010,31.278572,28.59,127.25
2010-03-08,2010-1,2010,31.297142,28.629999,126.410004
2010-03-09,2010-1,2010,31.860001,28.799999,125.550003
2010-03-10,2010-1,2010,32.119999,28.969999,125.620003
2010-03-11,2010-1,2010,32.214287,29.18,127.599998
2010-03-12,2010-1,2010,32.371429,29.27,127.940002
2010-03-15,2010-1,2010,31.977142,29.290001,127.830002
2010-03-16,2010-1,2010,32.064285,29.370001,128.669998
2010-03-17,2010-1,2010,32.017143,29.629999,127.760002
2010-03-18,2010-1,2010,32.092857,29.610001,128.380005
2010-03-19,2010-1,2010,31.75,29.59,127.709999
2010-03-22,2010-1,2010,32.107143,29.6,127.980003
2010-03-23,2010-1,2010,32.622856,29.879999,129.369995
2010-03-24,2010-1,2010,32.767143,29.65,128.529999
2010-03-25,2010-1,2010,32.378571,30.01,129.240005
2010-03-26,2010-1,2010,32.985714,29.66,129.259995
2010-03-29,2010-1,2010,33.19857,29.59,128.589996
2010-03-30,2010-1,2010,33.692856,29.77,128.770004
2010-03-31,2010-1,2010,33.57143,29.290001,128.25
2010-04-01,2010-2,2010,33.709999,29.16,128.25
2010-04-05,2010-2,2010,34.07,29.27,129.350006
2010-04-06,2010-2,2010,34.220001,29.32,128.929993
2010-04-07,2010-2,2010,34.371429,29.35,128.479996
2010-04-08,2010-2,2010,34.278572,29.92,127.610001
2010-04-09,2010-2,2010,34.541428,30.34,128.759995
2010-04-12,2010-2,2010,34.612858,30.32,128.360001
2010-04-13,2010-2,2010,34.632858,30.450001,129.029999
2010-04-14,2010-2,2010,35.098572,30.82,131.25
2010-04-15,2010-2,2010,35.560001,30.870001,130.889999
2010-04-16,2010-2,2010,35.342857,30.67,130.630005
2010-04-19,2010-2,2010,35.295715,31.040001,132.229996
2010-04-20,2010-2,2010,34.941429,31.360001,129.690002
2010-04-21,2010-2,2010,37.031429,31.33,128.990005
2010-04-22,2010-2,2010,38.067142,31.389999,129.130005
2010-04-23,2010-2,2010,38.689999,30.959999,129.990005
2010-04-26,2010-2,2010,38.5,31.110001,130.729996
2010-04-27,2010-2,2010,37.434284,30.85,128.820007
2010-04-28,2010-2,2010,37.371429,30.91,130.100006
2010-04-29,2010-2,2010,38.377144,31,130.460007
2010-04-30,2010-2,2010,37.298573,30.540001,129
2010-05-03,2010-2,2010,38.049999,30.860001,129.600006
2010-05-04,2010-2,2010,36.954285,30.129999,128.119995
2010-05-05,2010-2,2010,36.57,29.85,127.459999
2010-05-06,2010-2,2010,35.17857,28.98,123.919998
2010-05-07,2010-2,2010,33.694286,28.209999,122.099998
2010-05-10,2010-2,2010,36.284286,28.940001,126.269997
2010-05-11,2010-2,2010,36.645714,28.879999,126.889999
2010-05-12,2010-2,2010,37.441429,29.440001,132.679993
2010-05-13,2010-2,2010,36.908573,29.24,131.479996
2010-05-14,2010-2,2010,36.259998,28.93,131.190002
2010-05-17,2010-2,2010,36.317142,28.940001,130.440002
2010-05-18,2010-2,2010,36.05143,28.6,129.949997
2010-05-19,2010-2,2010,35.477142,28.24,128.860001
2010-05-20,2010-2,2010,33.965714,27.110001,123.800003
2010-05-21,2010-2,2010,34.617142,26.84,125.419998
2010-05-24,2010-2,2010,35.251427,26.27,124.449997
2010-05-25,2010-2,2010,35.031429,26.07,124.519997
2010-05-26,2010-2,2010,34.872856,25.01,123.230003
2010-05-27,2010-2,2010,36.192856,26,126.389999
2010-05-28,2010-2,2010,36.697144,25.799999,125.260002
2010-06-01,2010-2,2010,37.261429,25.889999,124.339996
2010-06-02,2010-2,2010,37.707142,26.459999,127.410004
2010-06-03,2010-2,2010,37.58857,26.860001,127.959999
2010-06-04,2010-2,2010,36.565716,25.790001,125.279999
2010-06-07,2010-2,2010,35.848572,25.290001,124.129997
2010-06-08,2010-2,2010,35.618572,25.110001,123.720001
2010-06-09,2010-2,2010,34.742859,24.790001,123.900002
2010-06-10,2010-2,2010,35.787144,25,127.68
2010-06-11,2010-2,2010,36.215714,25.66,128.449997
2010-06-14,2010-2,2010,36.325714,25.5,128.5
2010-06-15,2010-2,2010,37.098572,26.58,129.789993
2010-06-16,2010-2,2010,38.17857,26.32,130.350006
2010-06-17,2010-2,2010,38.83857,26.370001,130.979996
2010-06-18,2010-2,2010,39.152859,26.440001,130.149994
2010-06-21,2010-2,2010,38.595715,25.950001,130.649994
2010-06-22,2010-2,2010,39.121429,25.77,129.300003
2010-06-23,2010-2,2010,38.709999,25.309999,130.110001
2010-06-24,2010-2,2010,38.42857,25,128.190002
2010-06-25,2010-2,2010,38.099998,24.530001,127.120003
2010-06-28,2010-2,2010,38.328571,24.309999,128.979996
2010-06-29,2010-2,2010,36.595715,23.309999,125.089996
2010-06-30,2010-2,2010,35.932858,23.01,123.480003
2010-07-01,2010-3,2010,35.497143,23.16,122.57
2010-07-02,2010-3,2010,35.277142,23.27,121.860001
2010-07-06,2010-3,2010,35.51857,23.82,123.459999
2010-07-07,2010-3,2010,36.952858,24.299999,127
2010-07-08,2010-3,2010,36.869999,24.41,127.970001
2010-07-09,2010-3,2010,37.08857,24.27,127.959999
2010-07-12,2010-3,2010,36.755714,24.83,128.669998
2010-07-13,2010-3,2010,35.971428,25.129999,130.479996
2010-07-14,2010-3,2010,36.104286,25.440001,130.720001
2010-07-15,2010-3,2010,35.921429,25.51,130.720001
2010-07-16,2010-3,2010,35.700001,24.889999,128.029999
2010-07-19,2010-3,2010,35.082859,25.23,129.789993
2010-07-20,2010-3,2010,35.984287,25.48,126.550003
2010-07-21,2010-3,2010,36.32,25.120001,125.269997
2010-07-22,2010-3,2010,37.002857,25.84,127.470001
2010-07-23,2010-3,2010,37.134285,25.809999,128.380005
2010-07-26,2010-3,2010,37.040001,26.1,128.410004
2010-07-27,2010-3,2010,37.725716,26.16,128.630005
2010-07-28,2010-3,2010,37.279999,25.950001,128.429993
2010-07-29,2010-3,2010,36.872856,26.030001,128.020004
2010-07-30,2010-3,2010,36.75,25.809999,128.399994
2010-08-02,2010-3,2010,37.407143,26.33,130.759995
2010-08-03,2010-3,2010,37.418571,26.16,130.369995
2010-08-04,2010-3,2010,37.568573,25.73,131.270004
2010-08-05,2010-3,2010,37.385715,25.370001,131.830002
2010-08-06,2010-3,2010,37.155716,25.549999,130.139999
2010-08-09,2010-3,2010,37.392857,25.610001,132
2010-08-10,2010-3,2010,37.058571,25.07,131.839996
2010-08-11,2010-3,2010,35.741428,24.860001,129.830002
2010-08-12,2010-3,2010,35.970001,24.49,128.300003
2010-08-13,2010-3,2010,35.585712,24.4,127.870003
2010-08-16,2010-3,2010,35.377144,24.5,127.769997
2010-08-17,2010-3,2010,35.995716,24.709999,128.449997
2010-08-18,2010-3,2010,36.152859,24.82,129.389999
2010-08-19,2010-3,2010,35.697144,24.440001,128.899994
2010-08-20,2010-3,2010,35.662857,24.23,127.5
2010-08-23,2010-3,2010,35.114285,24.280001,126.470001
2010-08-24,2010-3,2010,34.275715,24.040001,124.900002
2010-08-25,2010-3,2010,34.69857,24.1,125.269997
2010-08-26,2010-3,2010,34.325714,23.82,122.779999
2010-08-27,2010-3,2010,34.517143,23.93,124.730003
2010-08-30,2010-3,2010,34.642857,23.639999,123.400002
2010-08-31,2010-3,2010,34.728573,23.469999,123.129997
2010-09-01,2010-3,2010,35.761429,23.9,125.769997
2010-09-02,2010-3,2010,36.024284,23.940001,125.040001
2010-09-03,2010-3,2010,36.967144,24.290001,127.580002
2010-09-07,2010-3,2010,36.830002,23.959999,125.949997
2010-09-08,2010-3,2010,37.560001,23.93,126.080002
2010-09-09,2010-3,2010,37.581429,24.01,126.360001
2010-09-10,2010-3,2010,37.630001,23.85,127.989998
2010-09-13,2010-3,2010,38.148571,25.110001,129.610001
2010-09-14,2010-3,2010,38.294285,25.030001,128.850006
2010-09-15,2010-3,2010,38.602856,25.120001,129.429993
2010-09-16,2010-3,2010,39.509998,25.33,129.669998
2010-09-17,2010-3,2010,39.33857,25.219999,130.190002
2010-09-20,2010-3,2010,40.46143,25.43,131.789993
2010-09-21,2010-3,2010,40.53857,25.15,131.979996
2010-09-22,2010-3,2010,41.107143,24.610001,132.570007
2010-09-23,2010-3,2010,41.274284,24.43,131.669998
2010-09-24,2010-3,2010,41.759998,24.780001,134.110001
2010-09-27,2010-3,2010,41.594284,24.73,134.649994
2010-09-28,2010-3,2010,40.98,24.68,134.889999
2010-09-29,2010-3,2010,41.052856,24.5,135.479996
2010-09-30,2010-3,2010,40.535713,24.49,134.139999
2010-10-01,2010-4,2010,40.360001,24.379999,135.639999
2010-10-04,2010-4,2010,39.805714,23.91,135.25
2010-10-05,2010-4,2010,41.277142,24.35,137.660004
2010-10-06,2010-4,2010,41.312859,24.43,137.839996
2010-10-07,2010-4,2010,41.317142,24.530001,138.720001
2010-10-08,2010-4,2010,42.009998,24.57,138.850006
2010-10-11,2010-4,2010,42.194286,24.59,139.660004
2010-10-12,2010-4,2010,42.648571,24.83,139.850006
2010-10-13,2010-4,2010,42.877144,25.34,140.369995
