date,quarter,year,apple,microsoft,ibm
2010-10-14,2010-4,2010,43.187141,25.23,141.5
2010-10-15,2010-4,2010,44.962856,25.540001,141.059998
2010-10-18,2010-4,2010,45.42857,25.82,142.830002
2010-10-19,2010-4,2010,44.212856,25.1,138.029999
2010-10-20,2010-4,2010,44.361427,25.309999,139.070007
2010-10-21,2010-4,2010,44.217144,25.42,139.830002
2010-10-22,2010-4,2010,43.924286,25.379999,139.669998
2010-10-25,2010-4,2010,44.119999,25.190001,139.839996
2010-10-26,2010-4,2010,44.007141,25.9,140.669998
2010-10-27,2010-4,2010,43.975716,26.049999,141.429993
2010-10-28,2010-4,2010,43.605713,26.280001,140.899994
2010-10-29,2010-4,2010,42.997143,26.67,143.600006
2010-11-01,2010-4,2010,43.454285,26.950001,143.320007
2010-11-02,2010-4,2010,44.194286,27.389999,143.839996
2010-11-03,2010-4,2010,44.685715,27.030001,144.169998
2010-11-04,2010-4,2010,45.467144,27.139999,146.789993
2010-11-05,2010-4,2010,45.304287,26.85,146.919998
2010-11-08,2010-4,2010,45.517143,26.809999,146.460007
2010-11-09,2010-4,2010,45.154285,26.950001,146.139999
2010-11-10,2010-4,2010,45.432858,26.940001,146.550003
2010-11-11,2010-4,2010,45.235714,26.68,145.429993
2010-11-12,2010-4,2010,44.004284,26.27,143.740005
2010-11-15,2010-4,2010,43.862858,26.200001,143.639999
2010-11-16,2010-4,2010,43.084286,25.809999,142.240005
2010-11-17,2010-4,2010,42.92857,25.57,141.949997
2010-11-18,2010-4,2010,44.061428,25.84,144.360001
2010-11-19,2010-4,2010,43.818573,25.690001,145.050003
2010-11-22,2010-4,2010,44.765713,25.73,145.389999
2010-11-23,2010-4,2010,44.104286,25.120001,143.179993
2010-11-24,2010-4,2010,44.971428,25.370001,145.809998
2010-11-26,2010-4,2010,45,25.25,143.899994
2010-11-29,2010-4,2010,45.267143,25.309999,142.889999
2010-11-30,2010-4,2010,44.450001,25.26,141.460007
2010-12-01,2010-4,2010,45.200001,26.040001,144.410004
2010-12-02,2010-4,2010,45.450001,26.889999,145.179993
2010-12-03,2010-4,2010,45.348572,27.02,145.380005
2010-12-06,2010-4,2010,45.735714,26.84,144.990005
2010-12-07,2010-4,2010,45.458572,26.870001,144.020004
2010-12-08,2010-4,2010,45.85857,27.23,144.979996
2010-12-09,2010-4,2010,45.68,27.08,144.300003
2010-12-10,2010-4,2010,45.794285,27.34,144.820007
2010-12-13,2010-4,2010,45.952858,27.25,144.279999
2010-12-14,2010-4,2010,45.755714,27.620001,145.820007
2010-12-15,2010-4,2010,45.765713,27.85,144.720001
2010-12-16,2010-4,2010,45.892857,27.99,144.550003
2010-12-17,2010-4,2010,45.80143,27.9,145
2010-12-20,2010-4,2010,46.029999,27.809999,144.509995
2010-12-21,2010-4,2010,46.314285,28.07,145.740005
2010-12-22,2010-4,2010,46.451427,28.190001,145.949997
2010-12-23,2010-4,2010,46.228573,28.299999,145.889999
2010-12-27,2010-4,2010,46.382858,28.07,145.339996
2010-12-28,2010-4,2010,46.495716,28.01,145.710007
2010-12-29,2010-4,2010,46.470001,27.969999,146.520004
2010-12-30,2010-4,2010,46.237144,27.85,146.669998
2010-12-31,2010-4,2010,46.080002,27.91,146.759995
2011-01-03,2011-1,2011,47.081429,27.98,147.479996
2011-01-04,2011-1,2011,47.327145,28.09,147.639999
2011-01-05,2011-1,2011,47.714287,28,147.050003
2011-01-06,2011-1,2011,47.675713,28.82,148.660004
2011-01-07,2011-1,2011,48.017143,28.6,147.929993
2011-01-10,2011-1,2011,48.921429,28.219999,147.639999
2011-01-11,2011-1,2011,48.805714,28.110001,147.279999
2011-01-12,2011-1,2011,49.202858,28.549999,149.100006
2011-01-13,2011-1,2011,49.382858,28.190001,148.820007
2011-01-14,2011-1,2011,49.782856,28.299999,150
2011-01-18,2011-1,2011,48.664288,28.66,150.649994
2011-01-19,2011-1,2011,48.405716,28.469999,155.690002
2011-01-20,2011-1,2011,47.525715,28.35,155.800003
2011-01-21,2011-1,2011,46.674286,28.02,155.5
2011-01-24,2011-1,2011,48.207142,28.379999,159.630005
2011-01-25,2011-1,2011,48.771427,28.450001,161.440002
2011-01-26,2011-1,2011,49.121429,28.780001,161.039993
2011-01-27,2011-1,2011,49.029999,28.870001,161.070007
2011-01-28,2011-1,2011,48.014286,27.75,159.210007
2011-01-31,2011-1,2011,48.474285,27.73,162
2011-02-01,2011-1,2011,49.290001,27.99,163.559998
2011-02-02,2011-1,2011,49.188572,27.940001,163.300003
2011-02-03,2011-1,2011,49.062859,27.65,163.529999
2011-02-04,2011-1,2011,49.5,27.77,164
2011-02-07,2011-1,2011,50.26857,28.200001,164.820007
2011-02-08,2011-1,2011,50.742859,28.280001,166.050003
2011-02-09,2011-1,2011,51.165714,27.969999,164.649994
2011-02-10,2011-1,2011,50.648571,27.5,164.089996
2011-02-11,2011-1,2011,50.978573,27.25,163.850006
2011-02-14,2011-1,2011,51.311428,27.23,163.220001
2011-02-15,2011-1,2011,51.414288,26.959999,162.839996
2011-02-16,2011-1,2011,51.875713,27.02,163.399994
2011-02-17,2011-1,2011,51.185715,27.209999,164.240005
2011-02-18,2011-1,2011,50.080002,27.059999,164.839996
2011-02-22,2011-1,2011,48.372856,26.59,161.949997
2011-02-23,2011-1,2011,48.945713,26.59,160.179993
2011-02-24,2011-1,2011,48.982857,26.77,160.770004
2011-02-25,2011-1,2011,49.737144,26.549999,162.279999
2011-02-28,2011-1,2011,50.458572,26.58,161.880005
2011-03-01,2011-1,2011,49.901428,26.16,159.970001
2011-03-02,2011-1,2011,50.302856,26.08,160.160004
2011-03-03,2011-1,2011,51.365715,26.200001,163.479996
2011-03-04,2011-1,2011,51.42857,25.950001,161.830002
2011-03-07,2011-1,2011,50.765713,25.719999,159.929993
2011-03-08,2011-1,2011,50.822857,25.91,162.279999
2011-03-09,2011-1,2011,50.352856,25.889999,165.860001
2011-03-10,2011-1,2011,49.524284,25.41,162.020004
2011-03-11,2011-1,2011,50.284286,25.68,162.429993
2011-03-14,2011-1,2011,50.508572,25.690001,161.389999
2011-03-15,2011-1,2011,49.347141,25.389999,159.020004
2011-03-16,2011-1,2011,47.144287,24.790001,153
2011-03-17,2011-1,2011,47.805714,24.780001,154.179993
2011-03-18,2011-1,2011,47.238571,24.799999,155.889999
2011-03-21,2011-1,2011,48.471428,25.33,157.679993
2011-03-22,2011-1,2011,48.742859,25.299999,158
2011-03-23,2011-1,2011,48.455715,25.540001,159.529999
2011-03-24,2011-1,2011,49.281429,25.809999,160.039993
2011-03-25,2011-1,2011,50.220001,25.620001,162.179993
2011-03-28,2011-1,2011,50.062859,25.41,161.369995
2011-03-29,2011-1,2011,50.137142,25.49,162.880005
2011-03-30,2011-1,2011,49.804287,25.610001,163.600006
2011-03-31,2011-1,2011,49.787144,25.389999,163.070007
2011-04-01,2011-2,2011,49.222858,25.48,164.270004
2011-04-04,2011-2,2011,48.741428,25.549999,164.25
2011-04-05,2011-2,2011,48.412857,25.780001,163.990005
2011-04-06,2011-2,2011,48.291428,26.15,164.039993
2011-04-07,2011-2,2011,48.297142,26.200001,164.380005
2011-04-08,2011-2,2011,47.865715,26.07,164.050003
2011-04-11,2011-2,2011,47.257141,25.98,163.949997
2011-04-12,2011-2,2011,47.485714,25.639999,163.25
2011-04-13,2011-2,2011,48.01857,25.629999,163.949997
2011-04-14,2011-2,2011,47.488571,25.42,164.970001
2011-04-15,2011-2,2011,46.779999,25.370001,166.210007
2011-04-18,2011-2,2011,47.407143,25.08,165.940002
2011-04-19,2011-2,2011,48.265713,25.15,165.399994
2011-04-20,2011-2,2011,48.915714,25.76,164.75
2011-04-21,2011-2,2011,50.099998,25.52,168.279999
2011-04-25,2011-2,2011,50.43,25.610001,167.669998
2011-04-26,2011-2,2011,50.060001,26.190001,168.490005
2011-04-27,2011-2,2011,50.021427,26.379999,170.369995
2011-04-28,2011-2,2011,49.535713,26.709999,170.779999
2011-04-29,2011-2,2011,50.01857,25.92,170.580002
2011-05-02,2011-2,2011,49.468571,25.66,172.149994
2011-05-03,2011-2,2011,49.742859,25.809999,172.869995
2011-05-04,2011-2,2011,49.938572,26.059999,170.619995
2011-05-05,2011-2,2011,49.535713,25.790001,168.460007
2011-05-06,2011-2,2011,49.522858,25.870001,168.889999
2011-05-09,2011-2,2011,49.657143,25.83,169.100006
2011-05-10,2011-2,2011,49.921429,25.67,170.380005
2011-05-11,2011-2,2011,49.604286,25.360001,169.5
2011-05-12,2011-2,2011,49.509998,25.32,172.240005
2011-05-13,2011-2,2011,48.642857,25.030001,169.919998
2011-05-16,2011-2,2011,47.614285,24.57,168.860001
2011-05-17,2011-2,2011,48.02,24.52,170.5
2011-05-18,2011-2,2011,48.552856,24.690001,170.440002
2011-05-19,2011-2,2011,48.647144,24.719999,170.589996
2011-05-20,2011-2,2011,47.888573,24.49,170.160004
2011-05-23,2011-2,2011,47.771427,24.17,168.259995
2011-05-24,2011-2,2011,47.455715,24.15,167.990005
2011-05-25,2011-2,2011,48.111427,24.190001,167.75
2011-05-26,2011-2,2011,47.857143,24.67,167.179993
2011-05-27,2011-2,2011,48.201427,24.76,167.5
2011-05-31,2011-2,2011,49.689999,25.01,168.929993
2011-06-01,2011-2,2011,49.35857,24.43,166.559998
2011-06-02,2011-2,2011,49.442856,24.219999,166.089996
2011-06-03,2011-2,2011,49.062859,23.91,165.050003
2011-06-06,2011-2,2011,48.291428,24.01,164.75
2011-06-07,2011-2,2011,47.434284,24.059999,163.690002
2011-06-08,2011-2,2011,47.462856,23.940001,164.339996
2011-06-09,2011-2,2011,47.355713,23.959999,164.839996
2011-06-10,2011-2,2011,46.557144,23.709999,163.179993
2011-06-13,2011-2,2011,46.657143,24.040001,163.169998
2011-06-14,2011-2,2011,47.491428,24.219999,164.119995
2011-06-15,2011-2,2011,46.67857,23.74,162.330002
2011-06-16,2011-2,2011,46.451427,24,162.669998
2011-06-17,2011-2,2011,45.751427,24.26,164.440002
2011-06-20,2011-2,2011,45.045715,24.469999,165.020004
2011-06-21,2011-2,2011,46.471428,24.76,166.220001
2011-06-22,2011-2,2011,46.087143,24.65,165.679993
2011-06-23,2011-2,2011,47.318573,24.629999,166.119995
2011-06-24,2011-2,2011,46.621429,24.299999,165.070007
2011-06-27,2011-2,2011,47.434284,25.200001,167.619995
2011-06-28,2011-2,2011,47.894287,25.799999,170.009995
2011-06-29,2011-2,2011,47.720001,25.620001,170.539993
2011-06-30,2011-2,2011,47.952858,26,171.550003
2011-07-01,2011-3,2011,49.037144,26.02,174.539993
2011-07-05,2011-3,2011,49.918571,26.030001,175.429993
2011-07-06,2011-3,2011,50.251427,26.33,177.710007
2011-07-07,2011-3,2011,51.028572,26.77,176.479996
2011-07-08,2011-3,2011,51.387142,26.92,176.490005
2011-07-11,2011-3,2011,50.57143,26.629999,174.990005
2011-07-12,2011-3,2011,50.535713,26.540001,174.050003
2011-07-13,2011-3,2011,51.145714,26.629999,174.320007
2011-07-14,2011-3,2011,51.110001,26.469999,174.229996
2011-07-15,2011-3,2011,52.131428,26.780001,175.539993
2011-07-18,2011-3,2011,53.400002,26.59,175.279999
2011-07-19,2011-3,2011,53.835712,27.540001,185.210007
2011-07-20,2011-3,2011,55.271427,27.059999,183.649994
2011-07-21,2011-3,2011,55.327145,27.1,184.899994
2011-07-22,2011-3,2011,56.185715,27.530001,185.179993
2011-07-25,2011-3,2011,56.92857,27.91,183.699997
2011-07-26,2011-3,2011,57.630001,28.08,182.929993
2011-07-27,2011-3,2011,56.084286,27.33,181.350006
2011-07-28,2011-3,2011,55.974285,27.719999,181.800003
2011-07-29,2011-3,2011,55.782856,27.4,181.850006
2011-08-01,2011-3,2011,56.67857,27.27,180.75
2011-08-02,2011-3,2011,55.558571,26.799999,178.050003
2011-08-03,2011-3,2011,56.081429,26.92,178.830002
2011-08-04,2011-3,2011,53.91,25.940001,171.479996
2011-08-05,2011-3,2011,53.374287,25.68,172.979996
2011-08-08,2011-3,2011,50.458572,24.48,166.220001
2011-08-09,2011-3,2011,53.43,25.58,170.610001
2011-08-10,2011-3,2011,51.955715,24.200001,162.539993
2011-08-11,2011-3,2011,53.385715,25.190001,166.729996
2011-08-12,2011-3,2011,53.855713,25.1,168.199997
2011-08-15,2011-3,2011,54.772858,25.51,172.990005
2011-08-16,2011-3,2011,54.354286,25.35,171.240005
2011-08-17,2011-3,2011,54.348572,25.25,171.479996
2011-08-18,2011-3,2011,52.292858,24.67,163.830002
2011-08-19,2011-3,2011,50.861427,24.049999,157.539993
2011-08-22,2011-3,2011,50.919998,23.98,158.979996
2011-08-23,2011-3,2011,53.371429,24.719999,164.320007
2011-08-24,2011-3,2011,53.740002,24.9,166.759995
2011-08-25,2011-3,2011,53.388573,24.57,165.580002
2011-08-26,2011-3,2011,54.797142,25.25,169.139999
2011-08-29,2011-3,2011,55.709999,25.84,172.619995
2011-08-30,2011-3,2011,55.712856,26.23,172.509995
2011-08-31,2011-3,2011,54.975716,26.6,171.910004
2011-09-01,2011-3,2011,54.432858,26.209999,170.330002
2011-09-02,2011-3,2011,53.435715,25.799999,166.979996
2011-09-06,2011-3,2011,54.248573,25.51,165.110001
2011-09-07,2011-3,2011,54.847141,26,167.309998
2011-09-08,2011-3,2011,54.877144,26.219999,165.25
2011-09-09,2011-3,2011,53.925713,25.74,161.369995
2011-09-12,2011-3,2011,54.277142,25.889999,162.419998
2011-09-13,2011-3,2011,54.945713,26.040001,163.429993
2011-09-14,2011-3,2011,55.614285,26.5,167.240005
2011-09-15,2011-3,2011,56.137142,26.99,170.089996
2011-09-16,2011-3,2011,57.214287,27.120001,172.990005
2011-09-19,2011-3,2011,58.804287,27.209999,173.130005
2011-09-20,2011-3,2011,59.064285,26.98,174.720001
2011-09-21,2011-3,2011,58.877144,25.99,173.020004
2011-09-22,2011-3,2011,57.402859,25.059999,168.619995
2011-09-23,2011-3,2011,57.757141,25.059999,169.339996
2011-09-26,2011-3,2011,57.595715,25.440001,174.509995
2011-09-27,2011-3,2011,57.037144,25.67,177.710007
2011-09-28,2011-3,2011,56.715714,25.58,177.550003
2011-09-29,2011-3,2011,55.795715,25.450001,179.169998
2011-09-30,2011-3,2011,54.474285,24.889999,174.869995
2011-10-03,2011-4,2011,53.514286,24.530001,173.289993
2011-10-04,2011-4,2011,53.214287,25.34,174.740005
2011-10-05,2011-4,2011,54.035713,25.889999,176.850006
2011-10-06,2011-4,2011,53.91,26.34,181.690002
2011-10-07,2011-4,2011,52.828571,26.25,182.389999
2011-10-10,2011-4,2011,55.544285,26.940001,186.619995
2011-10-11,2011-4,2011,57.184284,27,185
2011-10-12,2011-4,2011,57.455715,26.959999,186.119995
2011-10-13,2011-4,2011,58.347141,27.18,186.820007
2011-10-14,2011-4,2011,60.285713,27.27,190.529999
2011-10-17,2011-4,2011,59.998573,26.98,186.589996
2011-10-18,2011-4,2011,60.32,27.309999,178.899994
2011-10-19,2011-4,2011,56.945713,27.129999,177.389999
2011-10-20,2011-4,2011,56.472858,27.040001,177.25
2011-10-21,2011-4,2011,56.124287,27.16,181.630005
2011-10-24,2011-4,2011,57.967144,27.190001,182.25
2011-10-25,2011-4,2011,56.824287,26.809999,180.360001
2011-10-26,2011-4,2011,57.228573,26.59,181.970001
2011-10-27,2011-4,2011,57.812859,27.25,185.880005
2011-10-28,2011-4,2011,57.849998,26.98,187.449997
2011-10-31,2011-4,2011,57.825714,26.629999,184.630005
2011-11-01,2011-4,2011,56.644287,25.99,181.350006
2011-11-02,2011-4,2011,56.772858,26.01,183.919998
2011-11-03,2011-4,2011,57.581429,26.530001,187.300003
2011-11-04,2011-4,2011,57.177143,26.25,186.380005
2011-11-07,2011-4,2011,57.104286,26.799999,187.320007
2011-11-08,2011-4,2011,58.032856,27.16,187.25
2011-11-09,2011-4,2011,56.468571,26.200001,182.240005
2011-11-10,2011-4,2011,55.031429,26.280001,183.350006
2011-11-11,2011-4,2011,54.945713,26.91,187.380005
2011-11-14,2011-4,2011,54.18,26.76,187.350006
2011-11-15,2011-4,2011,55.547142,26.74,188.75
2011-11-16,2011-4,2011,54.967144,26.07,186.619995
2011-11-17,2011-4,2011,53.915714,25.540001,185.729996
2011-11-18,2011-4,2011,53.562859,25.299999,185.240005
2011-11-21,2011-4,2011,52.715714,25,181.479996
2011-11-22,2011-4,2011,53.787144,24.790001,181.309998
2011-11-23,2011-4,2011,52.427143,24.469999,177.949997
2011-11-25,2011-4,2011,51.938572,24.299999,177.059998
2011-11-28,2011-4,2011,53.73143,24.870001,182.210007
2011-11-29,2011-4,2011,53.314285,24.84,180.940002
2011-11-30,2011-4,2011,54.599998,25.58,188
2011-12-01,2011-4,2011,55.418571,25.280001,189.449997
2011-12-02,2011-4,2011,55.671429,25.219999,189.660004
2011-12-05,2011-4,2011,56.144287,25.700001,190.839996
2011-12-06,2011-4,2011,55.849998,25.66,192.940002
2011-12-07,2011-4,2011,55.584286,25.6,194.050003
2011-12-08,2011-4,2011,55.808571,25.4,191.580002
2011-12-09,2011-4,2011,56.23143,25.700001,194.559998
2011-12-12,2011-4,2011,55.977142,25.51,192.179993
2011-12-13,2011-4,2011,55.544285,25.76,191.149994
2011-12-14,2011-4,2011,54.312859,25.59,188.720001
2011-12-15,2011-4,2011,54.134285,25.559999,187.479996
2011-12-16,2011-4,2011,54.431427,26,183.570007
2011-12-19,2011-4,2011,54.601429,25.530001,182.889999
2011-12-20,2011-4,2011,56.564285,26.030001,187.240005
2011-12-21,2011-4,2011,56.635715,25.76,181.470001
2011-12-22,2011-4,2011,56.935715,25.809999,182.039993
2011-12-23,2011-4,2011,57.618572,26.030001,184.75
2011-12-27,2011-4,2011,58.075714,26.040001,184.949997
2011-12-28,2011-4,2011,57.52,25.82,183.990005
2011-12-29,2011-4,2011,57.874287,26.02,186.179993
2011-12-30,2011-4,2011,57.857143,25.959999,183.880005
2012-01-03,2012-1,2012,58.747143,26.77,186.300003
2012-01-04,2012-1,2012,59.062859,27.4,185.539993
2012-01-05,2012-1,2012,59.718571,27.68,184.660004
2012-01-06,2012-1,2012,60.342857,28.110001,182.539993
2012-01-09,2012-1,2012,60.247143,27.74,181.589996
2012-01-10,2012-1,2012,60.462856,27.84,181.309998
2012-01-11,2012-1,2012,60.364285,27.719999,182.320007
2012-01-12,2012-1,2012,60.19857,28,180.550003
2012-01-13,2012-1,2012,59.972858,28.25,179.160004
2012-01-17,2012-1,2012,60.671429,28.26,180
2012-01-18,2012-1,2012,61.30143,28.23,181.070007
2012-01-19,2012-1,2012,61.107143,28.120001,180.520004
2012-01-20,2012-1,2012,60.042858,29.709999,188.520004
2012-01-23,2012-1,2012,61.058571,29.73,189.979996
2012-01-24,2012-1,2012,60.058571,29.34,191.929993
2012-01-25,2012-1,2012,63.808571,29.559999,191.729996
2012-01-26,2012-1,2012,63.51857,29.5,190.979996
2012-01-27,2012-1,2012,63.897144,29.23,190.460007
2012-01-30,2012-1,2012,64.715714,29.610001,192.5
2012-01-31,2012-1,2012,65.211426,29.530001,192.600006
2012-02-01,2012-1,2012,65.169998,29.889999,192.619995
2012-02-02,2012-1,2012,65.017143,29.950001,191.529999
2012-02-03,2012-1,2012,65.668571,30.24,193.639999
2012-02-06,2012-1,2012,66.281425,30.200001,192.820007
2012-02-07,2012-1,2012,66.975716,30.35,193.350006
2012-02-08,2012-1,2012,68.097145,30.66,192.949997
2012-02-09,2012-1,2012,70.452858,30.77,193.130005
2012-02-10,2012-1,2012,70.488571,30.5,192.419998
2012-02-13,2012-1,2012,71.800003,30.58,192.619995
2012-02-14,2012-1,2012,72.779999,30.25,192.220001
2012-02-15,2012-1,2012,71.095711,30.049999,192.25
2012-02-16,2012-1,2012,71.744286,31.290001,193.020004
2012-02-17,2012-1,2012,71.73143,31.25,193.419998
2012-02-21,2012-1,2012,73.550003,31.440001,193.389999
2012-02-22,2012-1,2012,73.291428,31.27,193.869995
2012-02-23,2012-1,2012,73.769997,31.370001,197.610001
2012-02-24,2012-1,2012,74.629997,31.48,197.759995
2012-02-27,2012-1,2012,75.108574,31.35,197.529999
2012-02-28,2012-1,2012,76.487144,31.870001,197.979996
2012-02-29,2012-1,2012,77.491432,31.74,196.729996
2012-03-01,2012-1,2012,77.781425,32.290001,197.529999
2012-03-02,2012-1,2012,77.882858,32.080002,198.809998
2012-03-05,2012-1,2012,76.165718,31.799999,200.660004
2012-03-06,2012-1,2012,75.751427,31.559999,197.259995
2012-03-07,2012-1,2012,75.812859,31.84,197.770004
2012-03-08,2012-1,2012,77.427139,32.009998,199.809998
2012-03-09,2012-1,2012,77.881432,31.99,200.619995
2012-03-12,2012-1,2012,78.85714,32.040001,201
2012-03-13,2012-1,2012,81.157143,32.669998,203.779999
2012-03-14,2012-1,2012,84.225716,32.77,204.720001
2012-03-15,2012-1,2012,83.651428,32.849998,206
2012-03-16,2012-1,2012,83.652855,32.599998,206.009995
2012-03-19,2012-1,2012,85.871429,32.200001,205.720001
2012-03-20,2012-1,2012,86.565712,31.99,204.25
2012-03-21,2012-1,2012,86.071426,31.91,204.690002
2012-03-22,2012-1,2012,85.620003,32,205.490005
2012-03-23,2012-1,2012,85.150002,32.009998,205.479996
2012-03-26,2012-1,2012,86.711426,32.59,207.770004
2012-03-27,2012-1,2012,87.78286,32.52,207.179993
2012-03-28,2012-1,2012,88.23143,32.189999,207.289993
2012-03-29,2012-1,2012,87.122856,32.119999,208.270004
2012-03-30,2012-1,2012,85.650002,32.259998,208.649994
2012-04-02,2012-2,2012,88.375717,32.290001,209.470001
2012-04-03,2012-2,2012,89.902855,31.940001,209.5
2012-04-04,2012-2,2012,89.187141,31.209999,206.050003
2012-04-05,2012-2,2012,90.525711,31.52,205.470001
2012-04-09,2012-2,2012,90.889999,31.1,204.940002
2012-04-10,2012-2,2012,89.777145,30.469999,202.330002
2012-04-11,2012-2,2012,89.457146,30.35,202.580002
2012-04-12,2012-2,2012,88.96714,30.98,205.320007
2012-04-13,2012-2,2012,86.461426,30.809999,202.800003
2012-04-16,2012-2,2012,82.875717,31.08,202.720001
2012-04-17,2012-2,2012,87.099998,31.440001,207.449997
2012-04-18,2012-2,2012,86.905716,31.139999,200.130005
2012-04-19,2012-2,2012,83.919998,31.01,199.509995
2012-04-20,2012-2,2012,81.854286,32.419998,199.600006
2012-04-23,2012-2,2012,81.671425,32.119999,198.619995
2012-04-24,2012-2,2012,80.040001,31.92,200
2012-04-25,2012-2,2012,87.14286,32.200001,203.570007
2012-04-26,2012-2,2012,86.814285,32.110001,205.580002
2012-04-27,2012-2,2012,86.14286,31.98,206.809998
2012-04-30,2012-2,2012,83.425713,32.02,207.080002
2012-05-01,2012-2,2012,83.16143,32.009998,208
2012-05-02,2012-2,2012,83.711426,31.799999,208.059998
2012-05-03,2012-2,2012,83.117142,31.76,207.240005
2012-05-04,2012-2,2012,80.75,30.98,204.990005
2012-05-07,2012-2,2012,81.354286,30.65,203.75
2012-05-08,2012-2,2012,81.168571,30.5,201.479996
2012-05-09,2012-2,2012,81.311432,30.76,201.229996
2012-05-10,2012-2,2012,81.502853,30.74,200.600006
2012-05-11,2012-2,2012,80.958572,31.16,201.169998
2012-05-14,2012-2,2012,79.745712,30.68,199.440002
2012-05-15,2012-2,2012,79.024284,30.209999,199.039993
2012-05-16,2012-2,2012,78.011429,29.9,199.729996
2012-05-17,2012-2,2012,75.73143,29.719999,197.889999
2012-05-18,2012-2,2012,75.76857,29.27,195.880005
2012-05-21,2012-2,2012,80.182854,29.75,197.759995
2012-05-22,2012-2,2012,79.567146,29.76,196.820007
2012-05-23,2012-2,2012,81.508568,29.110001,196.119995
2012-05-24,2012-2,2012,80.760002,29.07,196.089996
2012-05-25,2012-2,2012,80.327141,29.059999,194.300003
2012-05-29,2012-2,2012,81.752853,29.559999,196.460007
2012-05-30,2012-2,2012,82.738571,29.34,194.529999
2012-05-31,2012-2,2012,82.53286,29.190001,192.899994
2012-06-01,2012-2,2012,80.141426,28.450001,189.080002
2012-06-04,2012-2,2012,80.612854,28.549999,188.539993
2012-06-05,2012-2,2012,80.404289,28.51,189.199997
2012-06-06,2012-2,2012,81.637146,29.35,193.990005
2012-06-07,2012-2,2012,81.674286,29.23,194.440002
2012-06-08,2012-2,2012,82.902855,29.65,195.139999
2012-06-11,2012-2,2012,81.595711,28.9,192.509995
2012-06-12,2012-2,2012,82.308571,29.290001,194.550003
2012-06-13,2012-2,2012,81.737144,29.129999,193.100006
2012-06-14,2012-2,2012,81.647141,29.34,195.100006
2012-06-15,2012-2,2012,82.01857,30.02,199.100006
2012-06-18,2012-2,2012,83.682854,29.84,198.289993
2012-06-19,2012-2,2012,83.915718,30.700001,198.929993
2012-06-20,2012-2,2012,83.677139,30.93,198.779999
2012-06-21,2012-2,2012,82.524284,30.139999,193.389999
2012-06-22,2012-2,2012,83.157143,30.700001,193.699997
2012-06-25,2012-2,2012,81.538574,29.870001,192.860001
2012-06-26,2012-2,2012,81.718575,30.02,191.949997
2012-06-27,2012-2,2012,82.071426,30.17,193
2012-06-28,2012-2,2012,81.292854,29.91,191.399994
2012-06-29,2012-2,2012,83.428574,30.59,195.580002
2012-07-02,2012-3,2012,84.645714,30.559999,195.830002
2012-07-03,2012-3,2012,85.629997,30.76,195.929993
2012-07-05,2012-3,2012,87.134285,30.700001,195.289993
2012-07-06,2012-3,2012,86.554283,30.190001,191.410004
2012-07-09,2012-3,2012,87.69857,30,189.669998
2012-07-10,2012-3,2012,86.887146,29.74,186.259995
2012-07-11,2012-3,2012,86.347145,29.299999,185.25
2012-07-12,2012-3,2012,85.557144,28.629999,183.089996
2012-07-13,2012-3,2012,86.424286,29.389999,186.009995
2012-07-16,2012-3,2012,86.701431,29.440001,184.789993
2012-07-17,2012-3,2012,86.705711,29.66,183.649994
2012-07-18,2012-3,2012,86.608574,30.450001,188.25
2012-07-19,2012-3,2012,87.760002,30.67,195.339996
2012-07-20,2012-3,2012,86.328575,30.120001,192.449997
2012-07-23,2012-3,2012,86.261429,29.280001,190.830002
2012-07-24,2012-3,2012,85.845711,29.15,190.339996
2012-07-25,2012-3,2012,82.138573,28.83,191.080002
2012-07-26,2012-3,2012,82.125717,29.16,193.949997
2012-07-27,2012-3,2012,83.594284,29.76,196.389999
2012-07-30,2012-3,2012,85.004288,29.639999,196.679993
2012-07-31,2012-3,2012,87.251427,29.469999,195.979996
2012-08-01,2012-3,2012,86.687141,29.41,195.179993
2012-08-02,2012-3,2012,86.827141,29.190001,194.449997
2012-08-03,2012-3,2012,87.957146,29.75,198.520004
2012-08-06,2012-3,2012,88.935715,29.950001,198.759995
2012-08-07,2012-3,2012,88.701431,30.26,199.929993
2012-08-08,2012-3,2012,88.55143,30.33,199.029999
2012-08-09,2012-3,2012,88.675713,30.5,198.419998
2012-08-10,2012-3,2012,88.814285,30.42,199.289993
2012-08-13,2012-3,2012,90,30.389999,199.009995
2012-08-14,2012-3,2012,90.241432,30.129999,198.289993
2012-08-15,2012-3,2012,90.118568,30.200001,198.399994
2012-08-16,2012-3,2012,90.905716,30.780001,200.839996
2012-08-17,2012-3,2012,92.587143,30.9,201.220001
2012-08-20,2012-3,2012,95.021431,30.74,200.5
2012-08-21,2012-3,2012,93.722855,30.799999,198.649994
2012-08-22,2012-3,2012,95.552856,30.540001,197.25
2012-08-23,2012-3,2012,94.66143,30.26,195.699997
2012-08-24,2012-3,2012,94.745712,30.559999,197.770004
2012-08-27,2012-3,2012,96.525711,30.690001,195.690002
2012-08-28,2012-3,2012,96.400002,30.629999,194.869995
2012-08-29,2012-3,2012,96.209999,30.65,195.080002
2012-08-30,2012-3,2012,94.83857,30.32,193.369995
2012-08-31,2012-3,2012,95.034286,30.82,194.850006
2012-09-04,2012-3,2012,96.424286,30.389999,194.539993
